Municipio		Superficie		Autonomía		CP		Provincia		CPJ		Partido_Judicial
Aldeavieja de Tormes		12,85		Castilla y León		37		Salamanca		3704		Béjar
Aldehuela de la Bóveda		70,65		Castilla y León		37		Salamanca		3701		Salamanca
Aldehuela de Yeltes		60,46		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Almenara de Tormes		19,29		Castilla y León		37		Salamanca		3701		Salamanca
Almendra		39,00		Castilla y León		37		Salamanca		3703		Vitigudino
Anaya de Alba		37,04		Castilla y León		37		Salamanca		3701		Salamanca
Añover de Tormes		20,24		Castilla y León		37		Salamanca		3701		Salamanca
Arabayona de Mógica		23,26		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Arapiles		25,26		Castilla y León		37		Salamanca		3701		Salamanca
Arcediano		11,48		Castilla y León		37		Salamanca		3701		Salamanca
Arco, El		7,10		Castilla y León		37		Salamanca		3701		Salamanca
Armenteros		38,93		Castilla y León		37		Salamanca		3704		Béjar
San Miguel del Robledo		10,39		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Atalaya, La		24,13		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Babilafuente		22,60		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Bañobárez		50,49		Castilla y León		37		Salamanca		3703		Vitigudino
Barbadillo		36,10		Castilla y León		37		Salamanca		3701		Salamanca
Barbalos		37,56		Castilla y León		37		Salamanca		3701		Salamanca
Barceo		21,13		Castilla y León		37		Salamanca		3703		Vitigudino
Barruecopardo		37,85		Castilla y León		37		Salamanca		3703		Vitigudino
Bastida, La		18,53		Castilla y León		37		Salamanca		3704		Béjar
Béjar		45,74		Castilla y León		37		Salamanca		3704		Béjar
Beleña		26,63		Castilla y León		37		Salamanca		3701		Salamanca
Bermellar		27,88		Castilla y León		37		Salamanca		3703		Vitigudino
Berrocal de Huebra		38,70		Castilla y León		37		Salamanca		3701		Salamanca
Berrocal de Salvatierra		30,55		Castilla y León		37		Salamanca		3704		Béjar
Boada		30,20		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Bodón, El		60,74		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Bogajo		32,91		Castilla y León		37		Salamanca		3703		Vitigudino
Bouza, La		14,57		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Bóveda del Río Almar		23,01		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Brincones		14,90		Castilla y León		37		Salamanca		3703		Vitigudino
Buenamadre		59,24		Castilla y León		37		Salamanca		3701		Salamanca
Buenavista		27,04		Castilla y León		37		Salamanca		3701		Salamanca
Cabaco, El		47,35		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Cabezabellosa de la Calzada		8,49		Castilla y León		37		Salamanca		3701		Salamanca
Cabeza de Béjar, La		13,91		Castilla y León		37		Salamanca		3704		Béjar
Cabeza del Caballo		44,98		Castilla y León		37		Salamanca		3703		Vitigudino
Cabrerizos		11,54		Castilla y León		37		Salamanca		3701		Salamanca
Cabrillas		24,85		Castilla y León		37		Salamanca		3701		Salamanca
Calvarrasa de Abajo		28,16		Castilla y León		37		Salamanca		3701		Salamanca
Calvarrasa de Arriba		25,73		Castilla y León		37		Salamanca		3701		Salamanca
Calzada de Béjar, La		9,45		Castilla y León		37		Salamanca		3704		Béjar
Calzada de Don Diego		44,20		Castilla y León		37		Salamanca		3701		Salamanca
Calzada de Valdunciel		20,03		Castilla y León		37		Salamanca		3701		Salamanca
Campillo de Azaba		26,03		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Campo de Peñaranda, El		45,20		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Candelario		60,17		Castilla y León		37		Salamanca		3704		Béjar
Canillas de Abajo		38,78		Castilla y León		37		Salamanca		3701		Salamanca
Cantagallo		7,51		Castilla y León		37		Salamanca		3704		Béjar
Cantalapiedra		71,15		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Cantalpino		78,47		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Cantaracillo		37,07		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Carbajosa de la Sagrada		13,71		Castilla y León		37		Salamanca		3701		Salamanca
Carpio de Azaba		70,45		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Carrascal de Barregas		76,60		Castilla y León		37		Salamanca		3701		Salamanca
Carrascal del Obispo		40,97		Castilla y León		37		Salamanca		3701		Salamanca
Casafranca		29,61		Castilla y León		37		Salamanca		3704		Béjar
Casas del Conde, Las		1,26		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Casillas de Flores		42,60		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Castellanos de Moriscos		13,84		Castilla y León		37		Salamanca		3701		Salamanca
Castillejo de Martín Viejo		155,67		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Castraz		30,37		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Cepeda		10,73		Castilla y León		37		Salamanca		3704		Béjar
Cereceda de la Sierra		15,48		Castilla y León		37		Salamanca		3704		Béjar
Cerezal de Peñahorcada		17,93		Castilla y León		37		Salamanca		3703		Vitigudino
Cerralbo		51,59		Castilla y León		37		Salamanca		3703		Vitigudino
Cerro, El		25,86		Castilla y León		37		Salamanca		3704		Béjar
Cespedosa de Tormes		46,29		Castilla y León		37		Salamanca		3704		Béjar
Cilleros de la Bastida		16,97		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Cipérez		104,66		Castilla y León		37		Salamanca		3703		Vitigudino
Ciudad Rodrigo		240,13		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Coca de Alba		10,47		Castilla y León		37		Salamanca		3701		Salamanca
Colmenar de Montemayor		39,98		Castilla y León		37		Salamanca		3704		Béjar
Cordovilla		15,84		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Cristóbal		22,08		Castilla y León		37		Salamanca		3704		Béjar
Cubo de Don Sancho, El		91,14		Castilla y León		37		Salamanca		3703		Vitigudino
Chagarcía Medianero		14,71		Castilla y León		37		Salamanca		3701		Salamanca
Dios le Guarde		16,34		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Doñinos de Ledesma		46,15		Castilla y León		37		Salamanca		3701		Salamanca
Doñinos de Salamanca		14,05		Castilla y León		37		Salamanca		3701		Salamanca
Ejeme		17,46		Castilla y León		37		Salamanca		3701		Salamanca
Encina, La		30,77		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Encina de San Silvestre		23,76		Castilla y León		37		Salamanca		3701		Salamanca
Encinas de Abajo		20,86		Castilla y León		37		Salamanca		3701		Salamanca
Encinas de Arriba		8,78		Castilla y León		37		Salamanca		3701		Salamanca
Encinasola de los Comendadores		33,74		Castilla y León		37		Salamanca		3703		Vitigudino
Endrinal		33,54		Castilla y León		37		Salamanca		3704		Béjar
Escurial de la Sierra		20,97		Castilla y León		37		Salamanca		3704		Béjar
Espadaña		39,45		Castilla y León		37		Salamanca		3703		Vitigudino
Espeja		98,40		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Espino de la Orbada		23,45		Castilla y León		37		Salamanca		3701		Salamanca
Florida de Liébana		20,79		Castilla y León		37		Salamanca		3701		Salamanca
Forfoleda		38,07		Castilla y León		37		Salamanca		3701		Salamanca
Frades de la Sierra		28,30		Castilla y León		37		Salamanca		3704		Béjar
Fregeneda, La		45,16		Castilla y León		37		Salamanca		3703		Vitigudino
Fresnedoso		8,18		Castilla y León		37		Salamanca		3704		Béjar
Fresno Alhándiga		13,28		Castilla y León		37		Salamanca		3701		Salamanca
Fuente de San Esteban, La		77,04		Castilla y León		37		Salamanca		3701		Salamanca
Fuenteguinaldo		101,61		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Fuenteliante		50,16		Castilla y León		37		Salamanca		3703		Vitigudino
Fuenterroble de Salvatierra		27,25		Castilla y León		37		Salamanca		3704		Béjar
Fuentes de Béjar		14,47		Castilla y León		37		Salamanca		3704		Béjar
Fuentes de Oñoro		57,19		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Gajates		27,67		Castilla y León		37		Salamanca		3701		Salamanca
Galindo y Perahuy		44,06		Castilla y León		37		Salamanca		3701		Salamanca
Galinduste		31,63		Castilla y León		37		Salamanca		3701		Salamanca
Galisancho		22,85		Castilla y León		37		Salamanca		3701		Salamanca
Gallegos de Argañán		47,14		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Gallegos de Solmirón		30,82		Castilla y León		37		Salamanca		3704		Béjar
Garcibuey		12,51		Castilla y León		37		Salamanca		3704		Béjar
Garcihernández		47,59		Castilla y León		37		Salamanca		3701		Salamanca
Garcirrey		84,25		Castilla y León		37		Salamanca		3701		Salamanca
Gejuelo del Barro		43,33		Castilla y León		37		Salamanca		3701		Salamanca
Golpejas		11,79		Castilla y León		37		Salamanca		3701		Salamanca
Gomecello		20,70		Castilla y León		37		Salamanca		3701		Salamanca
Guadramiro		31,48		Castilla y León		37		Salamanca		3703		Vitigudino
Guijo de Ávila		13,46		Castilla y León		37		Salamanca		3704		Béjar
Guijuelo		63,23		Castilla y León		37		Salamanca		3704		Béjar
Herguijuela de Ciudad Rodrigo		23,41		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Herguijuela de la Sierra		31,52		Castilla y León		37		Salamanca		3704		Béjar
Herguijuela del Campo		25,69		Castilla y León		37		Salamanca		3704		Béjar
Hinojosa de Duero		92,98		Castilla y León		37		Salamanca		3703		Vitigudino
Horcajo de Montemayor		29,98		Castilla y León		37		Salamanca		3704		Béjar
Horcajo Medianero		53,37		Castilla y León		37		Salamanca		3701		Salamanca
Hoya, La		8,67		Castilla y León		37		Salamanca		3704		Béjar
Huerta		14,20		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Iruelos		12,93		Castilla y León		37		Salamanca		3703		Vitigudino
Ituero de Azaba		27,46		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Juzbado		21,74		Castilla y León		37		Salamanca		3701		Salamanca
Lagunilla		42,52		Castilla y León		37		Salamanca		3704		Béjar
Larrodrigo		49,63		Castilla y León		37		Salamanca		3701		Salamanca
Ledesma		141,22		Castilla y León		37		Salamanca		3701		Salamanca
Ledrada		16,95		Castilla y León		37		Salamanca		3704		Béjar
Linares de Riofrío		27,90		Castilla y León		37		Salamanca		3704		Béjar
Lumbrales		69,94		Castilla y León		37		Salamanca		3703		Vitigudino
Macotera		32,93		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Machacón		18,69		Castilla y León		37		Salamanca		3701		Salamanca
Madroñal		1,61		Castilla y León		37		Salamanca		3704		Béjar
Maíllo, El		46,27		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Malpartida		10,30		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Mancera de Abajo		23,47		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Manzano, El		36,71		Castilla y León		37		Salamanca		3701		Salamanca
Martiago		47,36		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Martinamor		24,04		Castilla y León		37		Salamanca		3701		Salamanca
Martín de Yeltes		63,24		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Masueco		19,76		Castilla y León		37		Salamanca		3703		Vitigudino
Castellanos de Villiquera		32,81		Castilla y León		37		Salamanca		3701		Salamanca
Mata de Ledesma, La		38,65		Castilla y León		37		Salamanca		3701		Salamanca
Matilla de los Caños del Río		69,29		Castilla y León		37		Salamanca		3701		Salamanca
Maya, La		7,02		Castilla y León		37		Salamanca		3701		Salamanca
Membribe de la Sierra		46,53		Castilla y León		37		Salamanca		3701		Salamanca
Mieza		34,82		Castilla y León		37		Salamanca		3703		Vitigudino
Milano, El		22,66		Castilla y León		37		Salamanca		3703		Vitigudino
Miranda de Azán		24,07		Castilla y León		37		Salamanca		3701		Salamanca
Miranda del Castañar		21,07		Castilla y León		37		Salamanca		3704		Béjar
Mogarraz		9,05		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Molinillo		6,79		Castilla y León		37		Salamanca		3704		Béjar
Monforte de la Sierra		4,36		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Monleón		19,10		Castilla y León		37		Salamanca		3704		Béjar
Monleras		32,84		Castilla y León		37		Salamanca		3701		Salamanca
Monsagro		48,11		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Montejo		29,11		Castilla y León		37		Salamanca		3704		Béjar
Montemayor del Río		15,30		Castilla y León		37		Salamanca		3704		Béjar
Monterrubio de Armuña		10,97		Castilla y León		37		Salamanca		3701		Salamanca
Monterrubio de la Sierra		35,31		Castilla y León		37		Salamanca		3701		Salamanca
Morasverdes		51,88		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Morille		22,94		Castilla y León		37		Salamanca		3701		Salamanca
Moríñigo		8,36		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Moriscos		12,08		Castilla y León		37		Salamanca		3701		Salamanca
Moronta		27,70		Castilla y León		37		Salamanca		3703		Vitigudino
Mozárbez		44,85		Castilla y León		37		Salamanca		3701		Salamanca
Narros de Matalayegua		74,07		Castilla y León		37		Salamanca		3701		Salamanca
Navacarros		8,55		Castilla y León		37		Salamanca		3704		Béjar
Nava de Béjar		11,73		Castilla y León		37		Salamanca		3704		Béjar
Nava de Francia		16,51		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Nava de Sotrobal		44,64		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Navales		17,17		Castilla y León		37		Salamanca		3701		Salamanca
Navalmoral de Béjar		11,08		Castilla y León		37		Salamanca		3704		Béjar
Navamorales		17,53		Castilla y León		37		Salamanca		3704		Béjar
Navarredonda de la Rinconada		13,12		Castilla y León		37		Salamanca		3701		Salamanca
Navasfrías		59,96		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Negrilla de Palencia		11,78		Castilla y León		37		Salamanca		3701		Salamanca
Olmedo de Camaces		90,54		Castilla y León		37		Salamanca		3703		Vitigudino
Orbada, La		30,58		Castilla y León		37		Salamanca		3701		Salamanca
Pajares de la Laguna		9,62		Castilla y León		37		Salamanca		3701		Salamanca
Palacios del Arzobispo		27,73		Castilla y León		37		Salamanca		3701		Salamanca
Palaciosrubios		36,48		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Palencia de Negrilla		16,36		Castilla y León		37		Salamanca		3701		Salamanca
Parada de Arriba		17,81		Castilla y León		37		Salamanca		3701		Salamanca
Parada de Rubiales		31,59		Castilla y León		37		Salamanca		3701		Salamanca
Paradinas de San Juan		35,63		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Pastores		12,69		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Payo, El		61,87		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Pedraza de Alba		23,25		Castilla y León		37		Salamanca		3701		Salamanca
Pedrosillo de Alba		19,26		Castilla y León		37		Salamanca		3701		Salamanca
Pedrosillo de los Aires		70,39		Castilla y León		37		Salamanca		3701		Salamanca
Pedrosillo el Ralo		8,12		Castilla y León		37		Salamanca		3701		Salamanca
Pedroso de la Armuña, El		20,26		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Pelabravo		23,26		Castilla y León		37		Salamanca		3701		Salamanca
Pelarrodríguez		14,64		Castilla y León		37		Salamanca		3701		Salamanca
Pelayos		44,40		Castilla y León		37		Salamanca		3701		Salamanca
Peña, La		25,19		Castilla y León		37		Salamanca		3703		Vitigudino
Peñacaballera		6,20		Castilla y León		37		Salamanca		3704		Béjar
Peñaparda		62,25		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Peñaranda de Bracamonte		22,96		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Peñarandilla		12,73		Castilla y León		37		Salamanca		3701		Salamanca
Peralejos de Abajo		19,68		Castilla y León		37		Salamanca		3703		Vitigudino
Peralejos de Arriba		32,69		Castilla y León		37		Salamanca		3703		Vitigudino
Pereña de la Ribera		48,82		Castilla y León		37		Salamanca		3703		Vitigudino
Peromingo		8,79		Castilla y León		37		Salamanca		3704		Béjar
Pinedas		17,00		Castilla y León		37		Salamanca		3704		Béjar
Pino de Tormes, El		20,57		Castilla y León		37		Salamanca		3701		Salamanca
Pitiegua		19,75		Castilla y León		37		Salamanca		3701		Salamanca
Pizarral		16,67		Castilla y León		37		Salamanca		3704		Béjar
Poveda de las Cintas		23,74		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Pozos de Hinojo		59,00		Castilla y León		37		Salamanca		3703		Vitigudino
Puebla de Azaba		25,98		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Puebla de San Medel		9,28		Castilla y León		37		Salamanca		3704		Béjar
Puebla de Yeltes		37,33		Castilla y León		37		Salamanca		3701		Salamanca
Puente del Congosto		34,04		Castilla y León		37		Salamanca		3704		Béjar
Puertas		62,71		Castilla y León		37		Salamanca		3703		Vitigudino
Puerto de Béjar		10,39		Castilla y León		37		Salamanca		3704		Béjar
Puerto Seguro		29,38		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Rágama		31,66		Castilla y León		37		Salamanca		3705		Peñaranda de Bracamonte
Redonda, La		16,64		Castilla y León		37		Salamanca		3703		Vitigudino
Retortillo		64,57		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Rinconada de la Sierra, La		13,06		Castilla y León		37		Salamanca		3701		Salamanca
Robleda		78,85		Castilla y León		37		Salamanca		3702		Ciudad Rodrigo
Robliza de Cojos		21,83		Castilla y León		37		Salamanca		3701		Salamanca
