codine	Municipio	Superficie	Capitalidad	Año	CA	Autonomía	CP	Provincia	CPJ	Partido_Judicial
03117	Sanet y Negrals	3,94	Sanet y Negrals		10	Comunidad Valenciana	03	Alicante/Alacant	0301	Dénia
03118	San Fulgencio	19,75	San Fulgencio		10	Comunidad Valenciana	03	Alicante/Alacant	0304	Orihuela
03119	Sant Joan dAlacant	9,64	Sant Joan dAlacant		10	Comunidad Valenciana	03	Alicante/Alacant	0303	Alicante
03120	San Miguel de Salinas	54,85	San Miguel de Salinas		10	Comunidad Valenciana	03	Alicante/Alacant	0313	Torrevieja
03121	Santa Pola	58,16	Santa Pola		10	Comunidad Valenciana	03	Alicante/Alacant	0308	Elche
03122	San Vicente del Raspeig/Sant Vicent del Raspeig	40,55	San Vicente del Raspeig/Sant Vicent del Raspeig		10	Comunidad Valenciana	03	Alicante/Alacant	0310	San Vicente del Raspeig
03123	Sax	63,48	Sax		10	Comunidad Valenciana	03	Alicante/Alacant	0307	Villena
03124	Sella	38,72	Sella		10	Comunidad Valenciana	03	Alicante/Alacant	0305	Villajoyosa
03125	Senija	4,79	Senija		10	Comunidad Valenciana	03	Alicante/Alacant	0301	Dénia
03127	Tàrbena	31,67	Tàrbena		10	Comunidad Valenciana	03	Alicante/Alacant	0305	Villajoyosa
03128	Teulada	32,25	Teulada		10	Comunidad Valenciana	03	Alicante/Alacant	0301	Dénia
03129	Tibi	70,38	Tibi		10	Comunidad Valenciana	03	Alicante/Alacant	0312	Ibi
03130	Tollos	15,97	Tollos		10	Comunidad Valenciana	03	Alicante/Alacant	0302	Alcoy
03131	Tormos	5,36	Tormos		10	Comunidad Valenciana	03	Alicante/Alacant	0301	Dénia
03132	Torremanzanas/Torre de les Maçanes, la	36,48	Torremanzanas/Torre de les Maçanes, la		10	Comunidad Valenciana	03	Alicante/Alacant	0310	San Vicente del Raspeig
03133	Torrevieja	71,44	Torrevieja		10	Comunidad Valenciana	03	Alicante/Alacant	0313	Torrevieja
03134	Vall dAlcalà, la	22,85	Alcalà de la Jovada		10	Comunidad Valenciana	03	Alicante/Alacant	0301	Dénia
03135	Vall dEbo, la	32,43	Vall dEbo, la		10	Comunidad Valenciana	03	Alicante/Alacant	0301	Dénia
03136	Vall de Gallinera	53,63	Beniali		10	Comunidad Valenciana	03	Alicante/Alacant	0301	Dénia
03137	Vall de Laguar, la	23,06	Vall de Laguar, la		10	Comunidad Valenciana	03	Alicante/Alacant	0301	Dénia
03138	Verger, el	8,16	Verger, el		10	Comunidad Valenciana	03	Alicante/Alacant	0301	Dénia
03139	Villajoyosa/Vila Joiosa, la	59,25	Villajoyosa/Vila Joiosa, la		10	Comunidad Valenciana	03	Alicante/Alacant	0305	Villajoyosa
03140	Villena	345,37	Villena		10	Comunidad Valenciana	03	Alicante/Alacant	0307	Villena
03901	Poblets, els	3,62	Setla		10	Comunidad Valenciana	03	Alicante/Alacant	0301	Dénia
03902	Pilar de la Horadada	77,86	Pilar de la Horadada		10	Comunidad Valenciana	03	Alicante/Alacant	0304	Orihuela
03903	Montesinos, Los	15,05	Montesinos, Los	1991	10	Comunidad Valenciana	03	Alicante/Alacant	0313	Torrevieja
03904	San Isidro	11,69	San Isidro	1993	10	Comunidad Valenciana	03	Alicante/Alacant	0304	Orihuela
04001	Abla	45,24	Abla		01	Andalucía	04	Almería	0401	Almería
04002	Abrucena	83,68	Abrucena		01	Andalucía	04	Almería	0401	Almería
04003	Adra	90,04	Adra		01	Andalucía	04	Almería	0402	Berja
04004	Albánchez	35,13	Albánchez		01	Andalucía	04	Almería	0408	Purchena
04005	Alboloduy	69,73	Alboloduy		01	Andalucía	04	Almería	0401	Almería
04006	Albox	168,42	Albox		01	Andalucía	04	Almería	0403	Huércal-Overa
04007	Alcolea	67,52	Alcolea		01	Andalucía	04	Almería	0402	Berja
04008	Alcóntar	93,91	Alcóntar		01	Andalucía	04	Almería	0408	Purchena
04009	Alcudia de Monteagud	15,69	Alcudia de Monteagud		01	Andalucía	04	Almería	0401	Almería
04010	Alhabia	16,39	Alhabia		01	Andalucía	04	Almería	0401	Almería
04011	Alhama de Almería	26,24	Alhama de Almería		01	Andalucía	04	Almería	0401	Almería
04012	Alicún	5,87	Alicún		01	Andalucía	04	Almería	0401	Almería
04013	Almería	296,21	Almería		01	Andalucía	04	Almería	0401	Almería
04014	Almócita	30,83	Almócita		01	Andalucía	04	Almería	0401	Almería
04015	Alsodux	20,10	Alsodux		01	Andalucía	04	Almería	0401	Almería
04016	Antas	99,14	Antas		01	Andalucía	04	Almería	0404	Vera
04017	Arboleas	66,05	Arboleas		01	Andalucía	04	Almería	0403	Huércal-Overa
04018	Armuña de Almanzora	7,95	Armuña de Almanzora		01	Andalucía	04	Almería	0408	Purchena
04019	Bacares	94,92	Bacares		01	Andalucía	04	Almería	0408	Purchena
04020	Bayárcal	38,02	Bayárcal		01	Andalucía	04	Almería	0402	Berja
04021	Bayarque	26,37	Bayarque		01	Andalucía	04	Almería	0408	Purchena
04022	Bédar	46,72	Bédar		01	Andalucía	04	Almería	0404	Vera
04023	Beires	38,83	Beires		01	Andalucía	04	Almería	0401	Almería
04024	Benahadux	16,62	Benahadux		01	Andalucía	04	Almería	0401	Almería
04026	Benitagla	6,46	Benitagla		01	Andalucía	04	Almería	0401	Almería
04027	Benizalón	31,97	Benizalón		01	Andalucía	04	Almería	0401	Almería
04028	Bentarique	11,34	Bentarique		01	Andalucía	04	Almería	0401	Almería
04029	Berja	217,42	Berja		01	Andalucía	04	Almería	0402	Berja
04030	Canjáyar	66,93	Canjáyar		01	Andalucía	04	Almería	0401	Almería
04031	Cantoria	79,02	Cantoria		01	Andalucía	04	Almería	0403	Huércal-Overa
04032	Carboneras	95,46	Carboneras		01	Andalucía	04	Almería	0404	Vera
04033	Castro de Filabres	29,24	Castro de Filabres		01	Andalucía	04	Almería	0401	Almería
04034	Cóbdar	31,78	Cóbdar		01	Andalucía	04	Almería	0408	Purchena
04035	Cuevas del Almanzora	264,83	Cuevas del Almanzora		01	Andalucía	04	Almería	0404	Vera
04036	Chercos	13,36	Chercos		01	Andalucía	04	Almería	0408	Purchena
04037	Chirivel	196,56	Chirivel		01	Andalucía	04	Almería	0406	Vélez-Rubio
04038	Dalías	144,45	Dalías		01	Andalucía	04	Almería	0402	Berja
04041	Enix	66,84	Enix		01	Andalucía	04	Almería	0401	Almería
04043	Felix	81,26	Felix		01	Andalucía	04	Almería	0401	Almería
04044	Fines	23,08	Fines		01	Andalucía	04	Almería	0408	Purchena
04045	Fiñana	133,96	Fiñana		01	Andalucía	04	Almería	0401	Almería
04046	Fondón	91,16	Fondón		01	Andalucía	04	Almería	0402	Berja
04047	Gádor	87,67	Gádor		01	Andalucía	04	Almería	0401	Almería
04048	Gallardos, Los	34,93	Gallardos, Los		01	Andalucía	04	Almería	0404	Vera
04049	Garrucha	7,68	Garrucha		01	Andalucía	04	Almería	0404	Vera
04050	Gérgal	229,49	Gérgal		01	Andalucía	04	Almería	0401	Almería
04051	Huécija	19,02	Huécija		01	Andalucía	04	Almería	0401	Almería
04052	Huércal de Almería	20,93	Huércal de Almería		01	Andalucía	04	Almería	0401	Almería
04053	Huércal-Overa	317,69	Huércal-Overa		01	Andalucía	04	Almería	0403	Huércal-Overa
04054	Illar	19,19	Illar		01	Andalucía	04	Almería	0401	Almería
04055	Instinción	33,49	Instinción		01	Andalucía	04	Almería	0401	Almería
04056	Laroya	21,66	Laroya		01	Andalucía	04	Almería	0408	Purchena
04057	Láujar de Andarax	92,81	Láujar de Andarax		01	Andalucía	04	Almería	0402	Berja
04058	Líjar	28,13	Líjar		01	Andalucía	04	Almería	0408	Purchena
04059	Lubrín	138,13	Lubrín		01	Andalucía	04	Almería	0404	Vera
04060	Lucainena de las Torres	123,20	Lucainena de las Torres		01	Andalucía	04	Almería	0401	Almería
04061	Lúcar	100,41	Lúcar		01	Andalucía	04	Almería	0408	Purchena
04062	Macael	43,76	Macael		01	Andalucía	04	Almería	0408	Purchena
04063	María	225,63	María		01	Andalucía	04	Almería	0406	Vélez-Rubio
04064	Mojácar	71,54	Mojácar		01	Andalucía	04	Almería	0404	Vera
04065	Nacimiento	80,76	Nacimiento		01	Andalucía	04	Almería	0401	Almería
04066	Níjar	599,77	Níjar		01	Andalucía	04	Almería	0401	Almería
04067	Ohanes	32,41	Ohanes		01	Andalucía	04	Almería	0401	Almería
04068	Olula de Castro	33,60	Olula de Castro		01	Andalucía	04	Almería	0401	Almería
04069	Olula del Río	23,52	Olula del Río		01	Andalucía	04	Almería	0408	Purchena
04070	Oria	234,75	Oria		01	Andalucía	04	Almería	0408	Purchena
04071	Padules	26,49	Padules		01	Andalucía	04	Almería	0401	Almería
04072	Partaloa	52,56	Partaloa		01	Andalucía	04	Almería	0403	Huércal-Overa
04073	Paterna del Río	45,48	Paterna del Río		01	Andalucía	04	Almería	0402	Berja
04074	Pechina	40,06	Pechina		01	Andalucía	04	Almería	0401	Almería
04075	Pulpí	94,68	Pulpí		01	Andalucía	04	Almería	0403	Huércal-Overa
04076	Purchena	56,47	Purchena		01	Andalucía	04	Almería	0408	Purchena
04077	Rágol	26,92	Rágol		01	Andalucía	04	Almería	0401	Almería
04078	Rioja	36,40	Rioja		01	Andalucía	04	Almería	0401	Almería
04079	Roquetas de Mar	59,65	Roquetas de Mar		01	Andalucía	04	Almería	0405	Roquetas de Mar
04080	Santa Cruz de Marchena	19,97	Santa Cruz de Marchena		01	Andalucía	04	Almería	0401	Almería
04081	Santa Fe de Mondújar	34,87	Santa Fe de Mondújar		01	Andalucía	04	Almería	0401	Almería
04082	Senés	50,35	Senés		01	Andalucía	04	Almería	0401	Almería
04083	Serón	166,40	Serón		01	Andalucía	04	Almería	0408	Purchena
04084	Sierro	27,44	Sierro		01	Andalucía	04	Almería	0408	Purchena
04085	Somontín	16,19	Somontín		01	Andalucía	04	Almería	0408	Purchena
04086	Sorbas	249,16	Sorbas		01	Andalucía	04	Almería	0401	Almería
04087	Suflí	10,13	Suflí		01	Andalucía	04	Almería	0408	Purchena
04088	Tabernas	280,38	Tabernas		01	Andalucía	04	Almería	0401	Almería
04089	Taberno	44,09	Taberno		01	Andalucía	04	Almería	0403	Huércal-Overa
04090	Tahal	94,82	Tahal		01	Andalucía	04	Almería	0401	Almería
04091	Terque	15,72	Terque		01	Andalucía	04	Almería	0401	Almería
04092	Tíjola	67,52	Tíjola		01	Andalucía	04	Almería	0408	Purchena
04093	Turre	107,96	Turre		01	Andalucía	04	Almería	0404	Vera
04094	Turrillas	39,15	Turrillas		01	Andalucía	04	Almería	0401	Almería
04095	Uleila del Campo	38,67	Uleila del Campo		01	Andalucía	04	Almería	0401	Almería
04096	Urrácal	25,47	Urrácal		01	Andalucía	04	Almería	0408	Purchena
04097	Velefique	66,35	Velefique		01	Andalucía	04	Almería	0401	Almería
04098	Vélez-Blanco	441,31	Vélez-Blanco		01	Andalucía	04	Almería	0406	Vélez-Rubio
04099	Vélez-Rubio	281,96	Vélez-Rubio		01	Andalucía	04	Almería	0406	Vélez-Rubio
04100	Vera	58,02	Vera		01	Andalucía	04	Almería	0404	Vera
04101	Viator	20,62	Viator		01	Andalucía	04	Almería	0401	Almería
04102	Vícar	64,34	Vícar		01	Andalucía	04	Almería	0401	Almería
04103	Zurgena	71,58	Zurgena		01	Andalucía	04	Almería	0403	Huércal-Overa
04901	Tres Villas, Las	85,35	Doña María Ocaña		01	Andalucía	04	Almería	0401	Almería
04902	Ejido, El	222,81	Ejido, El		01	Andalucía	04	Almería	0407	Ejido, El
04903	Mojonera, La	23,87	Mojonera, La		01	Andalucía	04	Almería	0407	Ejido, El
05001	Adanero	31,42	Adanero		07	Castilla y León	05	Ávila	0501	Arévalo
05002	Adrada, La	58,67	Adrada, La		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05005	Albornos	17,10	Albornos		07	Castilla y León	05	Ávila	0503	Ávila
05007	Aldeanueva de Santa Cruz	8,48	Aldeanueva de Santa Cruz		07	Castilla y León	05	Ávila	0504	Piedrahíta
05008	Aldeaseca	24,25	Aldeaseca		07	Castilla y León	05	Ávila	0501	Arévalo
05010	Aldehuela, La	17,15	Aldehuela, La		07	Castilla y León	05	Ávila	0504	Piedrahíta
05012	Amavida	15,02	Amavida		07	Castilla y León	05	Ávila	0503	Ávila
05013	Arenal, El	27,08	Arenal, El		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05014	Arenas de San Pedro	194,63	Arenas de San Pedro		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05015	Arevalillo	14,97	Arevalillo		07	Castilla y León	05	Ávila	0504	Piedrahíta
05016	Arévalo	45,71	Arévalo		07	Castilla y León	05	Ávila	0501	Arévalo
05017	Aveinte	12,84	Aveinte		07	Castilla y León	05	Ávila	0503	Ávila
05018	Avellaneda	10,23	Avellaneda		07	Castilla y León	05	Ávila	0504	Piedrahíta
05019	Ávila	230,71	Ávila		07	Castilla y León	05	Ávila	0503	Ávila
05021	Barco de Ávila, El	12,68	Barco de Ávila, El		07	Castilla y León	05	Ávila	0504	Piedrahíta
05022	Barraco, El	153,90	Barraco, El		07	Castilla y León	05	Ávila	0503	Ávila
05023	Barromán	20,03	Barromán		07	Castilla y León	05	Ávila	0501	Arévalo
05024	Becedas	32,20	Becedas		07	Castilla y León	05	Ávila	0504	Piedrahíta
05025	Becedillas	19,86	Becedillas		07	Castilla y León	05	Ávila	0504	Piedrahíta
05026	Bercial de Zapardiel	17,31	Bercial de Zapardiel		07	Castilla y León	05	Ávila	0501	Arévalo
05027	Berlanas, Las	16,69	Berlanas, Las		07	Castilla y León	05	Ávila	0503	Ávila
05029	Bernuy-Zapardiel	19,78	Bernuy-Zapardiel		07	Castilla y León	05	Ávila	0501	Arévalo
05030	Berrocalejo de Aragona	9,01	Berrocalejo de Aragona		07	Castilla y León	05	Ávila	0503	Ávila
05033	Blascomillán	39,60	Blascomillán		07	Castilla y León	05	Ávila	0503	Ávila
05034	Blasconuño de Matacabras	12,99	Blasconuño de Matacabras		07	Castilla y León	05	Ávila	0501	Arévalo
05035	Blascosancho	22,95	Blascosancho		07	Castilla y León	05	Ávila	0503	Ávila
05036	Bohodón, El	22,09	Bohodón, El		07	Castilla y León	05	Ávila	0501	Arévalo
05037	Bohoyo	73,87	Bohoyo		07	Castilla y León	05	Ávila	0504	Piedrahíta
05038	Bonilla de la Sierra	55,06	Bonilla de la Sierra		07	Castilla y León	05	Ávila	0504	Piedrahíta
05039	Brabos	18,35	Brabos		07	Castilla y León	05	Ávila	0503	Ávila
05040	Bularros	30,76	Bularros		07	Castilla y León	05	Ávila	0503	Ávila
05041	Burgohondo	55,34	Burgohondo		07	Castilla y León	05	Ávila	0503	Ávila
05042	Cabezas de Alambre	11,80	Cabezas de Alambre		07	Castilla y León	05	Ávila	0501	Arévalo
05043	Cabezas del Pozo	17,97	Cabezas del Pozo		07	Castilla y León	05	Ávila	0501	Arévalo
05044	Cabezas del Villar	110,07	Cabezas del Villar		07	Castilla y León	05	Ávila	0503	Ávila
05045	Cabizuela	19,17	Cabizuela		07	Castilla y León	05	Ávila	0501	Arévalo
05046	Canales	6,67	Canales		07	Castilla y León	05	Ávila	0501	Arévalo
05047	Candeleda	213,90	Candeleda		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05048	Cantiveros	14,37	Cantiveros		07	Castilla y León	05	Ávila	0501	Arévalo
05049	Cardeñosa	40,50	Cardeñosa		07	Castilla y León	05	Ávila	0503	Ávila
05051	Carrera, La	14,16	Carrera, La		07	Castilla y León	05	Ávila	0504	Piedrahíta
05052	Casas del Puerto	22,14	Casas del Puerto		07	Castilla y León	05	Ávila	0504	Piedrahíta
05053	Casasola	18,36	Casasola		07	Castilla y León	05	Ávila	0503	Ávila
05054	Casavieja	39,25	Casavieja		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05055	Casillas	11,96	Casillas		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05056	Castellanos de Zapardiel	12,70	Castellanos de Zapardiel		07	Castilla y León	05	Ávila	0501	Arévalo
05057	Cebreros	137,47	Cebreros		07	Castilla y León	05	Ávila	0503	Ávila
05058	Cepeda la Mora	31,40	Cepeda la Mora		07	Castilla y León	05	Ávila	0504	Piedrahíta
05059	Cillán	14,17	Cillán		07	Castilla y León	05	Ávila	0503	Ávila
05060	Cisla	20,31	Cisla		07	Castilla y León	05	Ávila	0501	Arévalo
05061	Colilla, La	11,26	Colilla, La		07	Castilla y León	05	Ávila	0503	Ávila
05062	Collado de Contreras	18,44	Collado de Contreras		07	Castilla y León	05	Ávila	0501	Arévalo
05063	Collado del Mirón	4,84	Collado del Mirón		07	Castilla y León	05	Ávila	0504	Piedrahíta
05064	Constanzana	26,85	Constanzana		07	Castilla y León	05	Ávila	0501	Arévalo
05065	Crespos	31,92	Crespos		07	Castilla y León	05	Ávila	0501	Arévalo
05066	Cuevas del Valle	19,17	Cuevas del Valle		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05067	Chamartín	15,45	Chamartín		07	Castilla y León	05	Ávila	0503	Ávila
05069	Donjimeno	14,75	Donjimeno		07	Castilla y León	05	Ávila	0501	Arévalo
05070	Donvidas	11,48	Donvidas		07	Castilla y León	05	Ávila	0501	Arévalo
05072	Espinosa de los Caballeros	19,40	Espinosa de los Caballeros		07	Castilla y León	05	Ávila	0501	Arévalo
05073	Flores de Ávila	43,04	Flores de Ávila		07	Castilla y León	05	Ávila	0501	Arévalo
05074	Fontiveros	36,42	Fontiveros		07	Castilla y León	05	Ávila	0501	Arévalo
05075	Fresnedilla	24,52	Fresnedilla		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05076	Fresno, El	12,63	Fresno, El		07	Castilla y León	05	Ávila	0503	Ávila
05077	Fuente el Saúz	9,81	Fuente el Saúz		07	Castilla y León	05	Ávila	0501	Arévalo
05078	Fuentes de Año	20,01	Fuentes de Año		07	Castilla y León	05	Ávila	0501	Arévalo
05079	Gallegos de Altamiros	20,47	Gallegos		07	Castilla y León	05	Ávila	0503	Ávila
05080	Gallegos de Sobrinos	43,27	Gallegos de Sobrinos		07	Castilla y León	05	Ávila	0503	Ávila
05081	Garganta del Villar	18,19	Garganta del Villar		07	Castilla y León	05	Ávila	0504	Piedrahíta
05082	Gavilanes	29,16	Gavilanes		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05083	Gemuño	17,19	Gemuño		07	Castilla y León	05	Ávila	0503	Ávila
05084	Gilbuena	15,13	Gilbuena		07	Castilla y León	05	Ávila	0504	Piedrahíta
05085	Gil García	15,45	Gil García		07	Castilla y León	05	Ávila	0504	Piedrahíta
05086	Gimialcón	19,05	Gimialcón		07	Castilla y León	05	Ávila	0501	Arévalo
05087	Gotarrendura	10,63	Gotarrendura		07	Castilla y León	05	Ávila	0503	Ávila
05088	Grandes y San Martín	11,59	Grandes		07	Castilla y León	05	Ávila	0503	Ávila
05089	Guisando	37,38	Guisando		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05090	Gutierre-Muñoz	22,15	Gutierre-Muñoz		07	Castilla y León	05	Ávila	0501	Arévalo
05092	Hernansancho	19,38	Hernansancho		07	Castilla y León	05	Ávila	0503	Ávila
05093	Herradón de Pinares	48,40	Herradón, El		07	Castilla y León	05	Ávila	0503	Ávila
05094	Herreros de Suso	21,53	Herreros de Suso		07	Castilla y León	05	Ávila	0503	Ávila
05095	Higuera de las Dueñas	34,96	Higuera de las Dueñas		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05096	Hija de Dios, La	12,50	Hija de Dios, La		07	Castilla y León	05	Ávila	0503	Ávila
05097	Horcajada, La	46,52	Horcajada, La		07	Castilla y León	05	Ávila	0504	Piedrahíta
05099	Horcajo de las Torres	47,32	Horcajo de las Torres		07	Castilla y León	05	Ávila	0501	Arévalo
05100	Hornillo, El	24,22	Hornillo, El		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05101	Hoyocasero	52,48	Hoyocasero		07	Castilla y León	05	Ávila	0503	Ávila
05102	Hoyo de Pinares, El	80,51	Hoyo de Pinares, El		07	Castilla y León	05	Ávila	0503	Ávila
05103	Hoyorredondo	17,22	Hoyorredondo		07	Castilla y León	05	Ávila	0504	Piedrahíta
05104	Hoyos del Collado	9,88	Hoyos del Collado		07	Castilla y León	05	Ávila	0504	Piedrahíta
05105	Hoyos del Espino	52,92	Hoyos del Espino		07	Castilla y León	05	Ávila	0504	Piedrahíta
05106	Hoyos de Miguel Muñoz	11,87	Hoyos de Miguel Muñoz		07	Castilla y León	05	Ávila	0504	Piedrahíta
05107	Hurtumpascual	18,61	Hurtumpascual		07	Castilla y León	05	Ávila	0503	Ávila
05108	Junciana	15,02	Junciana		07	Castilla y León	05	Ávila	0504	Piedrahíta
05109	Langa	24,45	Langa		07	Castilla y León	05	Ávila	0501	Arévalo
05110	Lanzahíta	33,67	Lanzahíta		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05112	Losar del Barco, El	19,54	Losar del Barco, El		07	Castilla y León	05	Ávila	0504	Piedrahíta
05113	Llanos de Tormes, Los	17,46	Llanos de Tormes, Los		07	Castilla y León	05	Ávila	0504	Piedrahíta
05114	Madrigal de las Altas Torres	106,80	Madrigal de las Altas Torres		07	Castilla y León	05	Ávila	0501	Arévalo
05115	Maello	65,34	Maello		07	Castilla y León	05	Ávila	0503	Ávila
05116	Malpartida de Corneja	19,07	Malpartida de Corneja		07	Castilla y León	05	Ávila	0504	Piedrahíta
05117	Mamblas	24,04	Mamblas		07	Castilla y León	05	Ávila	0501	Arévalo
05118	Mancera de Arriba	17,59	Mancera de Arriba		07	Castilla y León	05	Ávila	0503	Ávila
05119	Manjabálago	17,01	Manjabálago		07	Castilla y León	05	Ávila	0503	Ávila
05120	Marlín	6,39	Marlín		07	Castilla y León	05	Ávila	0503	Ávila
05121	Martiherrero	23,00	Martiherrero		07	Castilla y León	05	Ávila	0503	Ávila
05122	Martínez	18,06	Martínez		07	Castilla y León	05	Ávila	0504	Piedrahíta
05123	Mediana de Voltoya	18,38	Mediana de Voltoya		07	Castilla y León	05	Ávila	0503	Ávila
05124	Medinilla	22,88	Medinilla		07	Castilla y León	05	Ávila	0504	Piedrahíta
05125	Mengamuñoz	11,75	Mengamuñoz		07	Castilla y León	05	Ávila	0503	Ávila
05126	Mesegar de Corneja	10,29	Mesegar de Corneja		07	Castilla y León	05	Ávila	0504	Piedrahíta
05127	Mijares	46,92	Mijares		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05128	Mingorría	30,69	Mingorría		07	Castilla y León	05	Ávila	0503	Ávila
05129	Mirón, El	31,08	Mirón, El		07	Castilla y León	05	Ávila	0504	Piedrahíta
05130	Mironcillo	15,23	Mironcillo		07	Castilla y León	05	Ávila	0503	Ávila
05131	Mirueña de los Infanzones	31,21	Mirueña de los Infanzones		07	Castilla y León	05	Ávila	0503	Ávila
05132	Mombeltrán	49,92	Mombeltrán		07	Castilla y León	05	Ávila	0502	Arenas de San Pedro
05133	Monsalupe	17,70	Monsalupe		07	Castilla y León	05	Ávila	0503	Ávila
05134	Moraleja de Matacabras	14,93	Moraleja de Matacabras		07	Castilla y León	05	Ávila	0501	Arévalo
05135	Muñana	33,61	Muñana		07	Castilla y León	05	Ávila	0503	Ávila
05136	Muñico	13,28	Muñico		07	Castilla y León	05	Ávila	0503	Ávila
05138	Muñogalindo	18,77	Muñogalindo		07	Castilla y León	05	Ávila	0503	Ávila
05139	Muñogrande	16,16	Muñogrande		07	Castilla y León	05	Ávila	0503	Ávila
05140	Muñomer del Peco	10,09	Muñomer del Peco		07	Castilla y León	05	Ávila	0501	Arévalo
05141	Muñopepe	6,02	Muñopepe		07	Castilla y León	05	Ávila	0503	Ávila
05142	Muñosancho	19,72	Muñosancho		07	Castilla y León	05	Ávila	0501	Arévalo
05143	Muñotello	19,94	Muñotello		07	Castilla y León	05	Ávila	0503	Ávila
05144	Narrillos del Álamo	29,35	Narrillos del Álamo		07	Castilla y León	05	Ávila	0504	Piedrahíta
05145	Narrillos del Rebollar	17,41	Narrillos del Rebollar		07	Castilla y León	05	Ávila	0503	Ávila
05147	Narros del Castillo	33,61	Narros del Castillo		07	Castilla y León	05	Ávila	0501	Arévalo
05148	Narros del Puerto	10,37	Narros del Puerto		07	Castilla y León	05	Ávila	0503	Ávila
05149	Narros de Saldueña	9,44	Narros de Saldueña		07	Castilla y León	05	Ávila	0501	Arévalo
05151	Navacepedilla de Corneja	29,50	Navacepedilla de Corneja		07	Castilla y León	05	Ávila	0504	Piedrahíta
